question,answer,Declarative_Text
"if you don't know the answer to my question, you can just say I don't know. My question J J I S * XI p G O p X s CLJTS 6 X p O S 6 Q LO LxlXS ITl6SS9-y LXIGIL XS DSXriCj ji disseminated by the R.J. Reynolds Tobacco Company in this open campaign marketing, do they have the right to believe -- (Brief telephone interruption) If if -- is the position of R.J. Reynolds 9 at this time that there is no proof that smoking is the cause of disease and people are exposed to these messages including this open debate campaign, do they -- JL ~* \*X \J t * K} L X1 vZ- KJ L* xJ JL JL L** X1 fjL V t L# X X v X* JL *-J X1 L L> \J JLs w JL JL vZT V KZ> L X X Ct L- L X X CL L* X D something that is that the R.J. Reynolds Tobacco Company actually believes about their product?","I think whatever was written and published in the New York Times with regard to their position on smoking and health, what was what was published, the public certainly had the right to say that is what Reynolds believed because that would have been true.",
"And when Edward Horrigan goes on Nightline and talks about the company's position about whether or not there's any proof that cigarette smoking is the cause of any disease, the public has the right to rely on that information as well from R.J. Reynolds? Ol co United Reporting, Inc. W Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221","Based on what Horrigan s a id , yes , t h a t ' s correct.",
And did he take the position on Nightline that there was proof sufficient to conclude that smoking was the cause of any disease?,He did not have that position. He did not believe there was enough proof establishing cause and effect relationships as I recall those programs.,
"You know who Bill Dwyer is, right?",I don't I don't know that I do.,
"Well, you can read it at the top there. What does it say?",Okay. I got you. Okay.,
Bill Dwyer is who according to Plaintiffs' Exhibit 6?,Vice president of the Tobacco Institute.,
Do you have any reason to doubt that?,"I don't, no.",
"Do you have any reason to doubt that this is not an authentic business record of the Tobacco WMMBMW^^^WMW^^ Ol 4*. I United Reporting, Inc. -^ Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 Institute?","I don't I don't have any reason to doubt it, no.",
"And the Tobacco Institute, as we established earlier, is the entity that was formed by the companies including R.J. Reynolds for the purpose of speaking on behalf of the companies about issues like this, correct?","They did have that authority, yes.",
"Right. So when Bill Dwyer is issuing this press release he's doing that not only on behalf of the Tobacco Institute but on behalf of R.J. Reynolds, correct?",He was. That's my understanding of the relationship is that Reynolds would have approved of what Mr. Dwyer would have said.,
"Okay. And this is dated January 10, 1979?",Correct.,
"Do you know what the significance of January 10, 1979, is?","I don't, but I think this is just before the '79 Surgeon General's Report would have come out.",
Okay.,I believe.,
January 11th? When did the Report come out?,"I don't know, but it came out soon after, I W I H W I I M I M I I M W M ^ CO O l C*J United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 t h i n k .",
"Right. The release of the new Surgeon General's Report on smoking on the 15th anniversary of the first one suggests it would be more rehash than research. Science doesn't time its findings; that's what he said, right?","That is what that says, correct.",
"So he's referring to the Surgeon General's Report as more rehash than research, right?","He did say that, yes.",
"Okay. And that's what he said on behalf of R.J. Reynolds, right?",,
Do you know if Bill Dwyer or the Tobacco Institute was ever reprimanded for making statements K like this by R.J. Reynolds?,I don't know if they were or not.,
Have you ever seen anything to suggest that they were?,"I have not, no. But that I'm not saying it doesn't exist, but I have not seen it.",
In none of the thousands of documents that you've reviewed have you seen anything like that?,"Not that I recall, no. 1 o\ I -""J",
"Next paragraph, it was it was suspect from I oi ! ro O) United Reporting, Inc. ? Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 the start, referring to the Report, right, the release of the Report?","That's what it says, yes.",
"H-E-W, whatfs H-E-W stand for?",I can't remember. Health,
"Health, Education and Welfare?",Yeah. It's like H-H I guess what what that turned into H-H-S later? Health and Human Services.,
"H-E-W Secretary Califano launched his anti-smoking campaign a year ago with all the zeal of a the side of his new evangelism, the former three-pack-a-day secretary told the Surgeon General to prepare a new Report. Its issuance, an internal H-E-W JL O III w HI \J ijt d JL CJ. / W u U X \X XJ W CL III w vJl JL GL w v \Z X1 C # XUiJL l l JL I l CJ d significant health question into a publicity stunt is an insult to serious science. That's what he said, right?","He said that, but, of course, he's quoting the media event.",
He's -- the turninq --,"So you I'm sorry, you just didn't point that out, that's all.",
"The issuance of an internal H-E-W memo said, quote, would be a media event, end quote. And then he i 4*. Ol United Reporting, Inc. *NJ Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 says: Turning a significant health question into a publicity stunt is an insult to serious science; that's what Bill Dwyer said, right?",Correct.,
"At the end he says: If this is the best way the H-E-W secretary can find to fortify his angry attacks, a credibility question is indeed at hand. His endeavor is subjective, stubborn, and strident. We rather resent attempts to guess us out of the business. That's what he said, right?","That's what's written, yes.",
And does this sound like somebody who is working side by side with the public health agencies?,,
Go ahead.,I'm sorry?,
Does this sound like -- does Bill Dwyer's statements that he's directing to the H-E-W sound like somebody who is working side by side with a public health agency?,I don't know if that -- I don't know if he's trying to make that an indication or not. I don't -- it sounds like he's very critical of Califano is the is the way I read this.,
"I would agree with you. And you would also ""WWjilWWJB! K CO I 4* I United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 agree that he's also critical of the Surgeon General Report as well, right?","I think I think in general he is, yes.",
"Okay. And so does that sound like somebody who is working side by side with a Surgeon General, with VJ L l l v ^ CX VJ v * X I v y V V# X X CX X VJ v* \** VV JL L- X X JL O O \A JL X X VJ kfJ >Jl X- VJ v * VH/ X 1 ViJ vU? X X v#* J CX JL X v* k y v,^ JL. L **J *","Not based on this news release, I would say no.",
"Now, news releases -- there are many news releases that have been issued over the course of the years by the Tobacco Institute, right?","I would think so, yes.",
"We could spend a lot of time going over press ij releases unar are similar to unis one, rignu.",,
"Well, let me ask you another question: Have you seen other press releases that are similar to this one?",Not to the not to that degree of criticism.,
"Oh, really?","I know this is probably the to me, based on everything that I've seen, and I've seen a lot of them, this was really kind of hypercritical in my in my j en oi I ro w 'WMWWWWMJWWWPMII^^ United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 to read in here is where I'm going at.",
"Have you ever heard this one: C.B. Ehringhaus, Jr., vice president and counsel for the Washington-based Tobacco Institute, said here today that the 1972 Report of the Surgeon General to Congress on smoking and health insults the scientific community and that the number one health problem is not cigarette smoking but is the extent to which the public officials may knowingly mislead the American public. That sounds pretty critical, right?",It doeSf ves.,
"you've seen that one before, right?",I don't know that I've seen this one or not. Did you -- this is one of the I don't know if I've reviewed this one or not.,
Do you know who --,,
Have you ever -- do you have any reason to doubt that,In my opinion --,
"You've seen this before, though, right?","I don't I think have. I mean, in my opinion this one from '79, to me, has always been the one that was most critical. Now, that's just my opinion and I have read a lot of them.",
Right.,"I don't know that I that I remember reading i / tridt one in p a r t i c u l a r , out....",
"Well, let's just assume that this one was issued, right? Can you -- can you make that assumption for a second?","I guess, yeah, okay.",
"And if this one was issued, do you think this sounds like an organization that is working side by side with the agency that is charged with developing and I ^ presenting the Surgeon General Report? The number one -* I * J W W M M M W W W l ) ^ ^ fO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 health problem is not cigarette smoking but is the extent to which the public health officials may knowingly mislead the American public?","It doesn't. But the Tobacco Institute wasn't meant to work side by side with public health. Okay? But R.J. Reynolds actually was at that time in '72 -- as you well know, R.J. Reynolds was a full participant in the NCITWG. So the the TI wasn't is an industry group, not a not a group to try to work with the Surgeon General or other public health groups.",
