question,answer,Declarative_Text
Please state your full name.,My name is James Figlar.
"Okay. And so this letter was responded -- was written about not not exactly 40 years, but almost 40 years after the mouse painting studies, correct? VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 cn o CD -J. http://www.veritext.com c c","Roughly, yes. 37 years., Q, And have you if you oould read the last two paragraphs into the record?"
"No, above that. No, no. No, no. The last two paragraphs on the first page, I'm sorry.","Okay. The tobaooo industry is also concerned about the charges being made that smoking is responsible for so many serious diseases. Long before the present criticism began the tobacco industry, in a sincere attempt to determine what harmful effects, if any, smoking might have on human health, established The Council for Research The Council for Tobacoo Research USA. The industry has also supported research grants directed by the American Medical Association: Over the years the tobacco industry has given in excess of $162 million to independent research on the controversy surrounding smoking ~~ more than all the voluntary health associations combined. Despite all the research going on, the simple and unfortunate fact is that scientists do not know the cause or causes of the chronic disease VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 http://www.veritext.com ll.liHWHH reported to be associated with smoking. The answers to the many unanswered controversies surrounding smoking and the fundamental causes of the diseases often statistically associated with smoking - - w e believe can only be determined through more scientific research. Our company intends, therefore, to continue to support such research in a continuing search for answers."
"Okay. So later than 1990 R. J. Reynolds was was still writing to elementary sohool students telling them that scientists do not know whether or not smoking causes disease, correct?",
"And it says, despite all the research going on, the simple and unfortunate fact is that scientists do not know the cause or causes of chronic disease reported to be associated with VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Oi o Ol o http://www.veritext.com smoking, correct?",Correct.
"And then in the last paragraph, if you could read the first sentenoe to the jury, please.","We would appreciate your passing this information along to your students. Q, Do you think that's a good idea to tell fifth grade students that it's not known whether or not smoking causes disease?"
"And the next next two videos if we can play them. They are both both Walker Merryman, and they are 4270B, which is Exhibit 54, and 4661AA, which is Exhibit 57. VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com c Those are two videos and just to tell the jury, can you tell them who Walker Merryman is, please, Dr, Figlar?",I believe that's a TI representative.
"And this is from these are from and 1990, correct, from what you reoall seeing?",I don't know the exact dates. I think they're from the '80s.
Okay.,I'll just have to see. I think they're from the '80s based on my memory.
"Okay, Dr. Figlar, so you've seen the last two videos the last videos of the last one was from 1990, oorreot? VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 vwnPMmiMMPi Ol o CD - i O l http://www.veritext.com","I thought it was '89, but that's '88 to '90 is fine,"
"Okay. And as late as '88 or '89 or '90 the Tobacoo Institute was saying they still didn't know whether smoking caused cancer, correct? That's what they were telling the publio, oorreot? A, They did not know. They oould not make that determination is what they said in the video.",
"And they wanted the people to believe them, oorreot?","I would say they would, yea."
"And if they were lying about it while people were smoking and dying, that would be the wrong thing to do, oorreot?",
And so the last exhibit I want to go over with .you,
"And we can go on the next exhibit, Doctor, is 1911, which I don't have my list. It's at the very end, so it's Exhibit 58.",
Do you have --,
"Good afternoon, Dr. Figlar.","Good afternoon. VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 Ol "" o Nl http://www.veritext.com -***,. mm M"
"I'm going to have some questions to ask you to follow up on some of the matters that Mr. Paige asked you about, and I want to start with a discussion of the formation of the TIRC. Was the existence of the TIRC and the formation of the TIRC disclosed to the Attorney General's Office for the Department of Justice of the United States?","Yes. (Defendant Exhibit D-l, American Tobaooo Company letter to Stanley N. Barnes, Assistant Attorney General, Department of Justice, Washington, D.C., AIW-002442, was marked for identification.)"
"Dr. Figlar, do you have Defendant's Exhibit Number 1?",I do.
What is Exhibit D-l?,"It is an American Tobacco Company letter to Stanley N. Barnes, Assistant Attorney General, Department of Justice, Washington, D.C. VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Ol o CD CD http://www.veritext.com c r i"
And if you if you'll read the second,"It says, I appreciate the interest you are taking in this matter, and I wish to assure you of our desire to keep you informed. Of course, the committee is in the initial and formative stage at the present time and is charting its future course and formulating its plans and functions. We have already made an initial statement of our origin purpose and proposed functions, two copies of which I am pleased to enclose herein herewith."
And if you'll turn to Page 2 of the exhibit there's a reference to Exhibit A. Is this the statement concerning the origin and purpose of the Tobacco Industry Research Committee and its proposed functions?,"It is, yes."
"And to your knowledge, was this sent to the Assistant Attorney General of the United States on January 26th, 1954?","It was, yes."
You were asked some questions during the earlier examination about Reynolds' position on smoking and health and whether or not causation had boon established; do you recall those questions? VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Oi vl http://www.veritext.com c c,I do.
And in in earlier answers you referenced that there were other scientists not conneoted with Reynolds in the scientific community who expressed similar views over the '50s and '60s; do you recall that testimony?,"I do. (Defendant Exhibit D-2, Journal of the National Cancer Institute, August 1952 through June 1953, AS-000671, was marked for identification.)"
"Let me hand you what's been marked as Defendant's Exhibit 2, please.",
"Dr. Figlar, do you have Defendant's Exhibit Number 2?",I do.
What is this?,"This is a -- an NX.I. Journal, Journal of VEklTEXT REPORTING COMPANY www.veritext.com 212-490-3430 tHKfcXNPMI*.. H * M * o CD CD - A o http://www.veritext.com c c the National Cancer Institute."
What's the date?,"August '52 through June '53, it's a compilation of Journals 1 through 6."
"And if you will turn to the second page of the exhibit, is there an article that begins on that page titled The Statistical Association Between Smoking and Carcinoma of the Lung by authors Doris Sadowsky, Alexander Gilliam, Jerome Cornfield of the National Cancer Institute?","It is, yes."
